CDISC SEND Rule ID,Class,Domain,Variable,Plain Text Explanation of Condition/Rule,Condition,Rule,Cited Document,Cited Document Section,Cited Item,Cited Guidance,Release Notes
12,ALL,ALL,GEN,Required variables must always be included in the dataset and cannot be null for any record.,Variable Core Status = Required,Variable present in dataset and ^= null,SENDIG v3.0,4.1.3,Text,"A Required variable is any variable that is basic to the identification of a data record (i.e., essential key variables and a topic variable) or is necessary to make the record meaningful. Required variables must always be included in the dataset and cannot be null for any record.",
12,ALL,ALL,GEN,Required variables must always be included in the dataset and cannot be null for any record.,Variable Core Status = Required,Variable present in dataset and ^= null,SENDIG v3.1,4.1.3,Text,"A Required variable is any variable that is basic to the identification of a data record (i.e., essential key variables and a topic variable) or is necessary to make the record meaningful. Required variables must always be included in the dataset and cannot be null for any record.",
43,ALL,ALL,--SCAT,--SCAT should not be the same as --CAT ,--SCAT ^= null,--SCAT ^= --CAT,SENDIG v3.0,4.2.6,Text,Values for --CAT and --SCAT should not be redundant with the domain or dictionary classification provided by --DECOD and --BODSYS.,
43,ALL,ALL,--SCAT,--SCAT should not be the same as --CAT ,--SCAT ^= null,--SCAT ^= --CAT,SENDIG v3.1,4.2.6,Text,Values for --CAT and --SCAT should not be redundant with the domain or dictionary classification provided by --DECOD and --BODSYS.,
45,ALL,ALL,--SCAT,--SCAT should not be the same as --DECOD or --BODSYS,--SCAT ^= null,--SCAT ^= --DECOD or --BODSYS,SENDIG v3.0,4.2.6,Text,Values for --CAT and --SCAT should not be redundant with the domain or dictionary classification provided by --DECOD and --BODSYS.,
44,ALL,ALL,--SCAT,--SCAT should not be the same as the domain name,--SCAT ^= null,--SCAT ^= Domain Name,SENDIG v3.0,4.2.6,Text,Values for --CAT and --SCAT should not be redundant with the domain or dictionary classification provided by --DECOD and --BODSYS.,
44,ALL,ALL,--SCAT,--SCAT should not be the same as the domain name,--SCAT ^= null,--SCAT ^= Domain Name,SENDIG v3.1,4.2.6,Text,Values for --CAT and --SCAT should not be redundant with the domain or dictionary classification provided by --DECOD and --BODSYS.,
277,ALL,ALL,ALL,SEND dataset file names are in lowercase.,,SEND dataset file name is in lowercase.,SENDIG v3.0,3.2.1,Text,Location: Folder and filename where the dataset can be found.,
277,ALL,ALL,ALL,SEND dataset file names are in lowercase.,,SEND dataset file name is in lowercase.,SENDIG v3.1,3.2.1,Text,Location: Folder and filename where the dataset can be found.,
1,ALL,ALL,NA,"SEND datasets are named to be consistent with the domain code (xpt file name is the domain abbreviation); exceptions to this rule are RELREC, SUPP, and POOLDEF.",not SUPP OR RELREC OR POOLDEF,SEND dataset file name is the domain abbreviation.,SENDIG v3.0,4.1.4,Text,SDTM datasets are normally named to be consistent with the domain code.,
1,ALL,ALL,NA,"SEND datasets are named to be consistent with the domain code (xpt file name is the domain abbreviation); exceptions to this rule are RELREC, SUPP, and POOLDEF.",not SUPP OR RELREC OR POOLDEF,SEND dataset file name is the domain abbreviation.,SENDIG v3.1,4.1.4,Text,SDTM datasets are normally named to be consistent with the domain code.,
138,"INT, EVT, FND",ALL,--SEQ,Sequence number is assigned to ensure uniqueness of records within a domain for a subject (or pool).,,--SEQ is unique within a USUBJID OR --SEQ is unique within a POOLID,SENDIG v3.0,6.1.1,EXSEQ CDISC Notes,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,
138,"INT, EVT, FND",ALL,--SEQ,Sequence number is assigned to ensure uniqueness of records within a domain for a subject (or pool).,,--SEQ is unique within a USUBJID OR --SEQ is unique within a POOLID,SENDIG v3.1,8,Text,The Sequence Number (--SEQ) variable uniquely identifies a record for a given USUBJID within a domain.,Cited guidance reference updated; no implementation impact.
130,SPC,SE,SESEQ,SESEQ are assigned in chronological order within a subject.  SESTDTC values provide the chronological order of the actual subject elements.,,SESEQ  are assigned in chronological order within a subject,SENDIG v3.0,5.3.1.1,Assumption 6,The values of SESTDTC provide the chronological order of the actual subject Elements.  SESEQ should be assigned to be consistent with the chronological order.,
130.1,SPC,SE,SESEQ,SESEQ values must be assigned in chronological order within a subject.  ,,SESEQ values are in chronological order within a subject,SENDIG v3.1,5.3.1.1,Assumption 7,The values of SESTDTC provide the chronological order of the actual subject Elements.  SESEQ should be assigned to be consistent with the chronological order.,Rule reworded to improve clarity.
128,SPC,SE,"SESTDTC, SEENDTC",SESTDTC and SEENDTC values correspond to the dates of the transition events identified in TE for a given subject.,,SESTDTC and SEENDTC values correspond to the dates of the transition events identified in TE,SENDIG v3.0,5.3.1.1,Assumption 2,The dates in the Subject Elements table are the dates when the transition events identified in the Trial Elements occurred.,
128,SPC,SE,"SESTDTC, SEENDTC",SESTDTC and SEENDTC values correspond to the dates of the transition events identified in TE for a given subject.,,SESTDTC and SEENDTC values correspond to the dates of the transition events identified in TE,SENDIG v3.1,5.3.1.1,Assumption 2,"For any particular subject, the dates in the Subject Elements table are the dates when the transition events identified in the Trial Elements table occurred.",Cited guidance reference updated; no implementation impact.
25,"SPC, TDM","DM, TX",SETCD,SETCD value limited to 8 characters,,--SETCD value length <= 8,SENDIG v3.0,4.2.1,Text,"ETCD (the companion to ELEMENT), SETCD (the short name of a specific Trial Set), and TSPARMCD
(the companion to TSPARM) are limited to 8 characters, but do not have special character restrictions.",
25,"SPC, TDM","DM, TX",SETCD,SETCD value limited to 8 characters,,--SETCD value length <= 8,SENDIG v3.1,4.2.1,Text,"ETCD (the companion to ELEMENT), SETCD (the short name of a specific Trial Set), and TSPARMCD
(the companion to TSPARM) are limited to 8 characters, but do not have special character restrictions.",
125.1,SPC,SE,SEUPDES,SEUPDES is the description of the unplanned element.  This variable should only be populated if ETCD is UNPLAN.,"ETCD = ""UNPLAN""",SEUPDES ^= null,SENDIG v3.0,5.3.1,SEUPDES CDISC Notes,Description of what happened to the subject during this unplanned Element.,Condition format updated.
125.1,SPC,SE,SEUPDES,SEUPDES is the description of the unplanned element.  This variable should only be populated if ETCD is UNPLAN.,"ETCD = ""UNPLAN""",SEUPDES ^= null,SENDIG v3.1,5.3.1,Assumption 5,"For unplanned Elements, ETCD should be populated with “UNPLAN”, ELEMENT should be left blank, and SEUPDES should be populated with a description of the unplanned Element.",Conditon format updated. Updated cited guidance.
99,SPC,DM,SITEID,SITEID should be used if the in-life portion of the study is conducted at different sites and a SITEID should be present for each in-life site,In-life portion is conducted at multiple sites,The SITEID where each subject was housed is present for each subject,SENDIG v3.0,5.1.1,SITEID CDISC Notes,Unique identifier for a study site within a submission. Use only if the in-life part of the study is conducted at different sites.,
99,SPC,DM,SITEID,SITEID should be used if the in-life portion of the study is conducted at different sites and a SITEID should be present for each in-life site,In-life portion is conducted at multiple sites,The SITEID where each subject was housed is present for each subject,SENDIG v3.1,5.1.1,SITEID CDISC Notes,Unique identifier for a study site within a submission. Use only if subjects are housed at different sites.,Cited guidance reference updated; no implementation impact.
98,SPC,DM,SITEID,SITEID should only be used if the in-life portion of the study is conducted at different sites,In-life portion is conducted at a single site,SITEID = null,SENDIG v3.0,5.1.1,SITEID CDISC Notes,Unique identifier for a study site within a submission. Use only if the in-life part of the study is conducted at different sites.,
98,SPC,DM,SITEID,SITEID should only be used if the in-life portion of the study is conducted at different sites,In-life portion is conducted at a single site,SITEID = null,SENDIG v3.1,5.1.1,SITEID CDISC Notes,Unique identifier for a study site within a submission. Use only if subjects are housed at different sites.,Cited guidance reference updated; no implementation impact.
182,FND,"MA,MI",--SPCUFL,"--SPCUFL should be ""N"" or null.",--SPCUFL ^= null,"--SPCUFL = ""N""",SENDIG v3.0,6.3.7 | 6.3.8,--SPCUFL CDISC Notes,Describes the usability of the specimen for the test. Example: N = the specimen is not usable; otherwise null.,
251,TDM,TS,TSPARMCD,"SRANDOM: TSVAL value associated with this TSPARMCD should be either ""Y"" or ""N"".",,"When TSPARMCD = SRANDOM the TSVAL value is  ""Y"" OR ""N""",SENDIG v3.0,7.6.3,SRANDOM CDISC Notes,"SRANDOM: TSVAL values associated with this TSPARMCD would be ""Y"" or ""N"".",
251,TDM,TS,TSPARMCD,"SRANDOM: TSVAL value associated with this TSPARMCD should be either ""Y"" or ""N"".",,"When TSPARMCD = SRANDOM the TSVAL value is  ""Y"" OR ""N""",SENDIG v3.1,7.6.3,SRANDOM CDISC Notes,"TSVAL values associated with this TSPARMCD would be ""Y"" or ""N"".",
78,FND,ALL,--STDTC,--STDTC is not used for data collection (--DTC is used in conjunction with --ENDTC to represent an interval collection),,--STDTC is not present,SENDIG v3.0,4.4.6,Text,"When the date/time of collection is reported in any domain, the date/time should go into the --DTC field...In order to ensure that the critical timing information is always represented in the same variable, the --DTC variable is used to represent the time of specimen collection...Note that --STDTC is not used for collection dates over an interval...",
78,FND,ALL,--STDTC,--STDTC is not used for data collection (--DTC is used in conjunction with --ENDTC to represent an interval collection),,--STDTC is not present,SENDIG v3.1,4.4.6,Text,"When the date/time of collection is reported in any domain, the date/time should go into the --DTC field...In order to ensure that the critical timing information is always represented in the same variable, the --DTC variable is used to represent the time of specimen collection...Note that --STDTC is not used for collection dates over an interval...",
159.1,FND,"CL, MA, MI",--STRESC,--STRESC should contain only the base observation without modifiers ,--ORRES ^= null,--STRESC contains only the base observation without modifiers ,SENDIG v3.0,6.3.3.1 | 6.3.7 | 6.3.8,Assumption 3.b | MASTRESC CDISC Notes | MISTRESC CDISC Notes,"CLSTRESC should contain only the finding without modifiers. | Contains only the base gross pathological observation (e.g., ENLARGED) from MAORRES without any modifiers. | Contains only the base pathological process (e.g., NECROSIS) from MIORRES without any modifiers such as severity, distribution, frequency, grade, etc.",Removed PM domain.
159.1,FND,"CL, MA, MI",--STRESC,--STRESC should contain only the base observation without modifiers ,--ORRES ^= null,--STRESC contains only the base observation without modifiers ,SENDIG v3.1,6.3.3.1 | 6.3.7 | 6.3.8,Assumption 3.b | MASTRESC CDISC Notes | MISTRESC CDISC Notes,"CLSTRESC should contain only the finding without modifiers. | Contains only the base gross pathological observation (e.g., ENLARGED) from MAORRES without any modifiers. | Contains only the base pathological process (e.g., NECROSIS) from MIORRES without any modifiers such as severity, distribution, frequency, grade, etc.",Removed PM domain.
